序号,效力层级,法规名称,发布机关,文号,发布/现行版本日期,时效性,适用范围,来源,来源URL
1008,司法案例,五莲县恒泰广告中心、山东巨岚无人机科技有限公司装饰装修合同纠纷民事一审民事判决书,,FBMCLI.C.431608861,,民事判决书,五莲县恒泰广告中心、山东巨岚无人机科技有限公司装饰装修合同纠纷民事,司法案例,https://www.pkulaw.com/pfnl/95b2ca8d4055fce178113f184d5f4a3da33e869293a3
1009,司法案例,亨通集团有限公司与广东鑫德金能源进出口有限公司、陈建军、深圳慈航无人机有限公司、深圳慈航无人智能系统技术有限公司借款...,,FBMCLI.C.317691286,,,亨通集团有限公司与广东鑫德金能源进出口有限公司、陈建军、深圳慈航无人机有限公司、深圳慈航无人智能系统技术有限公司借款...,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0aedef97ba4b80eb39332c4a2d3ec
1010,司法案例,伍福金、桂林精纳无人机科技有限公司合同纠纷首次执行执行裁定书,,FBMCLI.C.324766415,,执行裁定书,伍福金、桂林精纳无人机科技有限公司合同纠纷首次执行,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a409965944885612476a0ecf10f4
1011,司法案例,伍福金与广西精纳恒宇无人机科技有限公司、桂林精纳无人机科技有限公司装饰装修合同纠纷一审民事判决书,,FBMCLI.C.103471543,,民事判决书,伍福金与广西精纳恒宇无人机科技有限公司、桂林精纳无人机科技有限公司装饰装修合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4cfb1c8d2f7a9ca676a6f031d6986
1012,司法案例,伍解友与湖南银之通无人机科技有限公司申请公司清算一案一审民事裁定书,,FBMCLI.C.93545535,,民事裁定书,伍解友与湖南银之通无人机科技有限公司申请公司清算一案,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4f0ad3fe16c83475704dbe11022c
1013,司法案例,何某与陈某、厦门某无人机工程中心有限公司等一审民事判决书,,FBMCLI.C.558959503,,民事判决书,何某与陈某、厦门某无人机工程中心有限公司等,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f2066b78d840559a13d5e2246667d67
1014,司法案例,余俊与洛克希德（武汉）无人机科学研究院有限公司劳动争议执行裁定书,,FBMCLI.C.63111040,,执行裁定书,余俊与洛克希德（武汉）无人机科学研究院有限公司劳动争议,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc487d659b4752fb5e4ee229b8495b
1015,司法案例,佛山市南海松岗华达印刷厂、东莞市雅联无人机科技有限公司买卖合同纠纷一审执行裁定书,,FBMCLI.C.120303932,,执行裁定书,佛山市南海松岗华达印刷厂、东莞市雅联无人机科技有限公司买卖合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc43c79702b9498a682773bc96cd1c
1016,司法案例,侯新宇;汕头市澄海区科航鹏翼无人机科技商行信息网络买卖合同纠纷一审民事裁定书,,FBMCLI.C.573306534,,民事裁定书,汕头市澄海区科航鹏翼无人机科技商行信息网络买卖合同纠纷 | 涉诉企业:侯新宇,司法案例,https://www.pkulaw.com/pfnl/c7ed112b8012f816510554015f62e2964a84341761c
1017,司法案例,侯某艳；延吉市某无人机专卖店；李某租赁合同纠纷一审民事裁定书,,FBMCLI.C.576455201,,民事裁定书,侯某艳；延吉市某无人机专卖店；李某租赁合同纠纷,司法案例,https://www.pkulaw.com/pfnl/c7ed112b8012f816620563781c24fe4deb6dc3c452f2
1018,司法案例,保全人中国农业银行股份有限公司、吉林省天润无人机科技有限公司借款合同纠纷财产保全执行执行通知书,,FBMCLI.C.511585498,,通知书,保全人中国农业银行股份有限公司、吉林省天润无人机科技有限公司借款合同纠纷财产保全执行执行,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f20627345983037ae75b99bda6485d5
1019,司法案例,俞宇鹏、极飞无人机教育科技（深圳）有限公司、赖进发等其他案由执行实施类执行裁定书,,FBMCLI.C.72564752,,执行裁定书,俞宇鹏、极飞无人机教育科技（深圳）有限公司、赖进发等其他案由执行实施类,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4371a11823b5bbf242d9f362905d
1020,司法案例,倪兴;安徽天机翼无人机科技有限公司买卖合同纠纷管辖上诉管辖裁定书,,FBMCLI.C.569719476,,,安徽天机翼无人机科技有限公司买卖合同纠纷管辖上诉管辖裁定书 | 涉诉企业:倪兴,司法案例,https://www.pkulaw.com/pfnl/c7ed112b8012f8168009f412da3d6afc815348d4fd46
1021,司法案例,全球鹰（深圳）无人机有限公司、深圳市沧龙数码科技有限公司劳动合同纠纷二审民事判决书,,FBMCLI.C.120732765,,民事判决书,全球鹰（深圳）无人机有限公司、深圳市沧龙数码科技有限公司劳动合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc47bac2ed58b5d66a6db895eae00e
1022,司法案例,全球鹰（深圳）无人机有限公司、胡赞江技术委托开发合同纠纷民事二审民事裁定书,,FBMCLI.C.324048683,,民事裁定书,全球鹰（深圳）无人机有限公司、胡赞江技术委托开发合同纠纷民事,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a50370c5a9c4a88126143ebd1f81
1023,司法案例,内蒙古纵横大鹏科技有限公司、内蒙古应急无人机飞行总队有限责任公司巴彦淖尔基地分公司民事一审民事判决书,,FBMCLI.C.560736527,,民事判决书,内蒙古纵横大鹏科技有限公司、内蒙古应急无人机飞行总队有限责任公司巴彦淖尔基地分公司民事,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f20678f0a82cf914330370ea88dcdbcc
1024,司法案例,内蒙古金航无人机科技有限公司、亿利资源集团有限公司合同纠纷执行实施类执行通知书,,FBMCLI.C.319874689,,通知书,内蒙古金航无人机科技有限公司、亿利资源集团有限公司合同纠纷执行实施类执行,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a30147b22f24fe492665b96e08b7
1025,司法案例,内蒙古金航无人机科技有限公司、亿利资源集团有限公司特别程序民事裁定书,,FBMCLI.C.316980312,,民事裁定书,内蒙古金航无人机科技有限公司、亿利资源集团有限公司特别程序,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a981db3246ed4e6d2194bee0737
1026,司法案例,冯文扬、深圳市飞客无人机科技有限公司劳动争议执行实施类执行裁定书,,FBMCLI.C.309425315,,执行裁定书,冯文扬、深圳市飞客无人机科技有限公司劳动争议执行实施类,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a7a9cb287845154b189126e32d8
1027,司法案例,凌宇无人机科技廊坊有限责任公司、罗文焱等服务合同纠纷财产保全执行执行通知书,,FBMCLI.C.503371987,,通知书,凌宇无人机科技廊坊有限责任公司、罗文焱等服务合同纠纷财产保全执行执行,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f206e205acfe4bf908bc7c45408b8067
1028,司法案例,凌宇无人机科技廊坊有限责任公司与罗文焱、衡东正文测绘科技有限公司服务合同纠纷首次执行通知书,,FBMCLI.C.505375761,,通知书,凌宇无人机科技廊坊有限责任公司与罗文焱、衡东正文测绘科技有限公司服务合同纠纷首次执行,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f20607e20a38f5484144c018dd8a077
1029,司法案例,刘兰芳、开平市飞滴无人机技术有限公司承揽合同纠纷首次执行执行裁定书,,FBMCLI.C.545794707,,执行裁定书,刘兰芳、开平市飞滴无人机技术有限公司承揽合同纠纷首次执行,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f20691677287d494b12f93f466034f47
1030,司法案例,刘振与曾艳、深圳市飞客无人机科技有限公司民间借贷纠纷一审民事裁定书,,FBMCLI.C.318214269,,民事裁定书,刘振与曾艳、深圳市飞客无人机科技有限公司民间借贷纠纷,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0aca4028501cccbf7ee06ff95d598b
1031,司法案例,刘本乾与深圳华越无人机技术有限公司合同纠纷首次执行裁定书,,FBMCLI.C.405502284,,执行裁定书,刘本乾与深圳华越无人机技术有限公司合同纠纷首次,司法案例,https://www.pkulaw.com/pfnl/95b2ca8d4055fce17e6ef3176515273d03d150c9eb0
1032,司法案例,刘欣;屏边鸿飞植保无人机专业合作社买卖合同纠纷一审民事裁定书,,FBMCLI.C.574814409,,民事裁定书,屏边鸿飞植保无人机专业合作社买卖合同纠纷 | 涉诉企业:刘欣,司法案例,https://www.pkulaw.com/pfnl/c7ed112b8012f81696990e27431967dfede2c167a7c
1033,司法案例,刘跃平、深圳中科大智航空技术有限公司、深圳华越无人机技术有限公司其他案由执行实施类执行裁定书,,FBMCLI.C.72553154,,执行裁定书,刘跃平、深圳中科大智航空技术有限公司、深圳华越无人机技术有限公司其他案由执行实施类,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4535ab19415b20efd1880a98ef57
1034,司法案例,刘连成、毛秀芳诉新疆猎鹰无人机科技有限公司财产损害赔偿纠纷案,,FBMCLI.C.9347765,,,刘连成、毛秀芳诉新疆猎鹰无人机科技有限公司财产损害赔偿纠纷案,司法案例,https://www.pkulaw.com/pfnl/a25051f3312b07f35958f6eed981018f991d72b11c89
1035,司法案例,刘连成、毛秀芳诉新疆猎鹰无人机科技有限公司财产损害赔偿纠纷案一审民事裁定书,,FBMCLI.C.69277006,,民事裁定书,刘连成、毛秀芳诉新疆猎鹰无人机科技有限公司财产损害赔偿纠纷案,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4b562fd38ecf5b47a619e28c73ed
1036,司法案例,刘长英与辽宁大壮无人机科技有限公司追索劳动报酬纠纷二审裁定书,,FBMCLI.C.502919443,,,刘长英与辽宁大壮无人机科技有限公司追索劳动报酬纠纷二审裁定书,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f206f6000c4d2ee51a043b431b2b0ce6
1037,司法案例,北京优图佳视影像网络科技有限公司与宁波达鹏无人机科技有限公司著作权权属、侵权纠纷一审民事裁定书,,FBMCLI.C.61170795,,民事裁定书,北京优图佳视影像网络科技有限公司与宁波达鹏无人机科技有限公司著作权权属、侵权纠纷,司法案例,https://www.pkulaw.com/pfnl/a25051f3312b07f3b92c015a12ee1633b0be2619e60
1038,司法案例,北京元一创智无人机科技有限责任公司、中科航宇（北京）自动化工程技术有限公司买卖合同纠纷民事裁定书,,FBMCLI.C.110514305,,民事裁定书,北京元一创智无人机科技有限责任公司、中科航宇（北京）自动化工程技术有限公司买卖合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4de2a6f243959b19febc079c1213
1039,司法案例,北京北航天宇长鹰无人机科技有限公司、深圳长城科学模型有限公司申请公司清算民事裁定书,,FBMCLI.C.505889797,,民事裁定书,北京北航天宇长鹰无人机科技有限公司、深圳长城科学模型有限公司申请公司清算,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f206365397ebb2fd336049b302c1092
1040,司法案例,北京品味老窖商贸有限公司与深圳智航无人机有限公司申请与前财产保全民事裁定书,,FBMCLI.C.91030791,,民事裁定书,北京品味老窖商贸有限公司与深圳智航无人机有限公司申请与前财产保全,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc40d1d5572fca30eba0b939154c8c
1041,司法案例,北京唐诚朗风科技有限公司与西安爱生无人机技术有限公司合同纠纷一审民事裁定书,,FBMCLI.C.501285759,,民事裁定书,北京唐诚朗风科技有限公司与西安爱生无人机技术有限公司合同纠纷,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f2065f4c4f6b1136a6c9f87be45a7cf6f7
1042,司法案例,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷一审民事裁定书,,FBMCLI.C.58952461,,民事裁定书,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a25051f3312b07f3f99851aaaaae12cc7f9222a2c49b
1043,司法案例,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷一审民事裁定书,,FBMCLI.C.59039471,,民事裁定书,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a25051f3312b07f375bd8227dd5850e81445c02abea
1044,司法案例,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷一审民事裁定书,,FBMCLI.C.59097792,,民事裁定书,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a25051f3312b07f31bc050e9c6dd86d90505b2ac478
1045,司法案例,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷一审民事裁定书,,FBMCLI.C.59097847,,民事裁定书,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a25051f3312b07f318c174de59448a9beddb078950a
1046,司法案例,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷一审民事裁定书,,FBMCLI.C.59108576,,民事裁定书,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a25051f3312b07f3c856ddd31e159218183e0d50bd2
1047,司法案例,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷一审民事裁定书,,FBMCLI.C.59121468,,民事裁定书,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a25051f3312b07f38ebe17b7a7779fbc5fb7251ad1cb
1048,司法案例,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷一审民事裁定书,,FBMCLI.C.59121526,,民事裁定书,北京富德芯创国际科技有限公司、北京韦加无人机科技股份有限公司合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a25051f3312b07f3f80add6e98543ad1dbebf74b0918
