序号,来源,类型,效力层级,标题,发布机关,文号,发布日期,施行日期,时效性/现行版本,适用范围,是否已入库,文件路径,来源URL,备注
463,pkulaw,法规,地方工作文件,温州市体育局、温州市教育局、共青团温州市委、温州市妇女联合会、温州市科学技术协会、温州市关心下一代工作委员会关于举办...,温州市体育局 温州市教育局 共青团温州市委 温州市妇女联合会 温州市科学技术协会 温州市,,2020-11-26,2020-11-26,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法151-200\温州市体育局、温州市教育局、共青团温州市委、温州市妇女联合会、温州市科学技术协会、温州市关心下一代工作委员会关于举办...(FBMCLI.14.9198865).pdf,https://www.pkulaw.com/lar/bad035eb29c90a717302b2ac449f8d43bdfb.html,引证码FBMCLI.14.9198865｜有附件｜未知位阶/无条文:地方工作文件
464,pkulaw,法规,地方工作文件,上海市人民政府关于加强第三届中国国际进口博览会期间无人机等“低慢小”航空器安全管理的通告,上海市人民政府,沪府规〔2020〕21号,2020-10-15,2020-11-01,废止或失效,,否,pkulaw\raw_pdf\北大法宝地方法151-200\上海市人民政府关于加强第三届中国国际进口博览会期间无人机等“低慢小”航空器安全管理的通告(FBMCLI.14.1643137).pdf,https://www.pkulaw.com/lar/726b75973ad3a85335870025faf18554bdfb.html,引证码FBMCLI.14.1643137｜未知位阶/无条文:地方工作文件
465,pkulaw,法规,地方工作文件,辽宁省人力资源和社会保障厅关于举办无人机研发关键技术研究高级研修班的通知,辽宁省人力资源和社会保障厅,,2020-10-10,2020-10-10,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法151-200\辽宁省人力资源和社会保障厅关于举办无人机研发关键技术研究高级研修班的通知(FBMCLI.14.5217361).pdf,https://www.pkulaw.com/lar/02dd8f66bc3e95d665f331cb221d680fbdfb.html,引证码FBMCLI.14.5217361｜有附件｜未知位阶/无条文:地方工作文件
466,pkulaw,法规,地方工作文件,河北省文物局关于2021年度河北省部分重要田野文物无人机安全巡查工作方案的批复,河北省文物局,冀文物发[2020]303号,2020-08-24,2020-08-24,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法151-200\河北省文物局关于2021年度河北省部分重要田野文物无人机安全巡查工作方案的批复(FBMCLI.14.4111703).pdf,https://www.pkulaw.com/lar/0b48a731c87a71b123c6efc82bfbe5cabdfb.html,引证码FBMCLI.14.4111703｜行政事务性通知(非规范文本)
467,pkulaw,法规,地方工作文件,承德市人民政府关于加强无人机等“低慢小”飞行器安全管控的通告,承德市人民政府,承市政字〔2020〕48号,2020-08-18,2020-08-18,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法151-200\承德市人民政府关于加强无人机等“低慢小”飞行器安全管控的通告(FBMCLI.14.1681322).pdf,https://www.pkulaw.com/lar/707e56caf416ccf66cc3e8856ca0a45dbdfb.html,引证码FBMCLI.14.1681322｜未知位阶/无条文:地方工作文件
468,pkulaw,法规,地方工作文件,江西省公路管理局关于表扬第二届“恒达时讯杯”无人机航拍比赛获奖单位的通知,江西省公路管理局,,2020-07-27,2020-07-27,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法151-200\江西省公路管理局关于表扬第二届“恒达时讯杯”无人机航拍比赛获奖单位的通知(FBMCLI.14.4103409).pdf,https://www.pkulaw.com/lar/0cfd12937f139544eba4a0e6793b4b3fbdfb.html,引证码FBMCLI.14.4103409｜未知位阶/无条文:地方工作文件
469,pkulaw,法规,地方工作文件,广西壮族自治区航空运动管理中心、广西航空运动协会关于举办2020年广西竞速无人机公开赛的通知,广西壮族自治区航空运动管理中心 广西航空运动协会,,2020-07-07,2020-07-07,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法151-200\广西壮族自治区航空运动管理中心、广西航空运动协会关于举办2020年广西竞速无人机公开赛的通知(FBMCLI.14.3780950).pdf,https://www.pkulaw.com/lar/7c4aa8d3393129937264055eac86f5c7bdfb.html,引证码FBMCLI.14.3780950｜有附件｜行政事务性通知(非规范文本)
470,pkulaw,法规,地方工作文件,辽宁省政协十二届三次会议《关于加快无人机驾驶员新职业认证，推进无人机行业快速有序发展的提案》(第0091号建议)提案的答复,辽宁省人力资源和社会保障厅,,2020-06-12,2020-06-12,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法151-200\辽宁省政协十二届三次会议《关于加快无人机驾驶员新职业认证，推进无人机行业快速有序发展的提案》(第0091号建议)提案的答复(FBMCLI.14.5224846).pdf,https://www.pkulaw.com/lar/b7fcb18317bb9c442b7fd5d2b8666309bdfb.html,引证码FBMCLI.14.5224846｜未知位阶/无条文:地方工作文件
471,pkulaw,法规,地方工作文件,成都市经济和信息化局关于协助开展民用无人机相关信息摸底调查工作的通知,成都市经济和信息化局,,2020-06-09,2020-06-09,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法151-200\成都市经济和信息化局关于协助开展民用无人机相关信息摸底调查工作的通知(FBMCLI.14.1601550).pdf,https://www.pkulaw.com/lar/8dd9690fc715eff4989d9a1e15f4f6f6bdfb.html,引证码FBMCLI.14.1601550｜有附件｜未知位阶/无条文:地方工作文件
472,pkulaw,法规,地方工作文件,缙云县人民政府关于“亚运加速度骑迹满浙江(缙云站)”活动期间对部分道路、遥控飞行器(无人机)进行管制的通告(已失效),缙云县人民政府,缙政发〔2020〕38号,2020-05-08,2020-05-08,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法151-200\缙云县人民政府关于“亚运加速度骑迹满浙江(缙云站)”活动期间对部分道路、遥控飞行器(无人机)进行管制的通告(已失效)(FBMCLI.14.8324028).pdf,https://www.pkulaw.com/lar/6798395c9ff958d7cc2227b8035f9f42bdfb.html,引证码FBMCLI.14.8324028｜有附件｜未知位阶/无条文:地方工作文件
473,pkulaw,法规,地方工作文件,深圳市人力资源和社会保障局关于发布深圳市第十六届职工技术创新运动会暨2026年深圳技能大赛—无人机装调检修工“工匠之星”...,深圳市人力资源和社会保障局,,2026-07-10,2026-07-10,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\深圳市人力资源和社会保障局关于发布深圳市第十六届职工技术创新运动会暨2026年深圳技能大赛—无人机装调检修工“工匠之星”...(FBMCLI.14.10108653).pdf,https://www.pkulaw.com/lar/8e0047d464b9665255764b22235eca0fbdfb.html,引证码FBMCLI.14.10108653｜有附件｜未知位阶/无条文:地方工作文件
474,pkulaw,法规,地方工作文件,天津市公安局交通管理局河北交管支队关于新增无人机交通技术监控设备的公告,天津市河北区其他机构,,2026-06-11,2026-06-11,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\天津市公安局交通管理局河北交管支队关于新增无人机交通技术监控设备的公告(FBMCLI.14.10028734).pdf,https://www.pkulaw.com/lar/a3c4ff4888d97ccc5eb15058f4c6621dbdfb.html,引证码FBMCLI.14.10028734｜未知位阶/无条文:地方工作文件
475,pkulaw,法规,地方工作文件,河西交管支队关于新增电子警察采集设备以及无人机交通技术监控设备的公告,天津市河西区其他机构,,2026-06-09,2026-06-09,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\河西交管支队关于新增电子警察采集设备以及无人机交通技术监控设备的公告(FBMCLI.14.10000814).pdf,https://www.pkulaw.com/lar/e24c87fc6a64dc1386a28f8cb0a4519bbdfb.html,引证码FBMCLI.14.10000814｜未知位阶/无条文:地方工作文件
476,pkulaw,法规,地方工作文件,大连市人民政府关于“2026大连夏季达沃斯论坛”期间对无人机等“低慢小”航空器及空飘物实施临时管控的通告,大连市人民政府,大政发〔2026〕5号,2026-06-06,2026-06-06,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\大连市人民政府关于“2026大连夏季达沃斯论坛”期间对无人机等“低慢小”航空器及空飘物实施临时管控的通告(FBMCLI.14.9993870).pdf,https://www.pkulaw.com/lar/06e7bf5a119763c1156faed1d882b827bdfb.html,引证码FBMCLI.14.9993870｜未知位阶/无条文:地方工作文件
477,pkulaw,法规,地方工作文件,阳江市人民政府关于2026年高考期间无人机等“低慢小”航空器安全管理的公告,阳江市人民政府,阳府告〔2026〕1号,2026-06-05,2026-06-05,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\阳江市人民政府关于2026年高考期间无人机等“低慢小”航空器安全管理的公告(FBMCLI.14.9990270).pdf,https://www.pkulaw.com/lar/9df9bb8feb1a426d556953be531841b6bdfb.html,引证码FBMCLI.14.9990270｜有附件｜未知位阶/无条文:地方工作文件
478,pkulaw,法规,地方工作文件,拉萨市人民政府关于高考期间拉萨市主城区范围内无人机及其他“低慢小”航空器临时禁飞的通告,拉萨市人民政府,,2026-06-05,2026-06-05,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\拉萨市人民政府关于高考期间拉萨市主城区范围内无人机及其他“低慢小”航空器临时禁飞的通告(FBMCLI.14.9992302).pdf,https://www.pkulaw.com/lar/d9bed416a30475c2aa236d69b1199fa0bdfb.html,引证码FBMCLI.14.9992302｜有附件｜未知位阶/无条文:地方工作文件
479,pkulaw,法规,地方工作文件,贵港市人民政府关于在高考期间管控无人机等“低慢小”飞行物的通告,贵港市人民政府,贵政通〔2026〕11号,2026-06-04,2026-06-04,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\贵港市人民政府关于在高考期间管控无人机等“低慢小”飞行物的通告(FBMCLI.14.9990346).pdf,https://www.pkulaw.com/lar/d63046c52ab0ca312a2a188a7b45c391bdfb.html,引证码FBMCLI.14.9990346｜有附件｜未知位阶/无条文:地方工作文件
480,pkulaw,法规,地方工作文件,百色市人民政府关于2026年高考期间无人机等“低慢小”航空器临时禁飞的通告,百色市人民政府,百政发〔2026〕9号,2026-06-04,2026-06-04,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\百色市人民政府关于2026年高考期间无人机等“低慢小”航空器临时禁飞的通告(FBMCLI.14.9990159).pdf,https://www.pkulaw.com/lar/5a77cffe992fc2e6ced6b71dc3a8ce45bdfb.html,引证码FBMCLI.14.9990159｜未知位阶/无条文:地方工作文件
481,pkulaw,法规,地方工作文件,南澳县公安局关于2026年全国普通高考期间对无人机等“低慢小”航空器实施临时管控的通告,南澳县公安局,,2026-06-03,2026-06-03,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\南澳县公安局关于2026年全国普通高考期间对无人机等“低慢小”航空器实施临时管控的通告(FBMCLI.14.9990059).pdf,https://www.pkulaw.com/lar/760835079b2b7e001ba02646876d32ccbdfb.html,引证码FBMCLI.14.9990059｜未知位阶/无条文:地方工作文件
482,pkulaw,法规,地方工作文件,深圳市工业和信息化局、深圳市应急管理局、深圳市消防救援局关于发布深圳市超高层建筑消防无人机应用“揭榜挂帅”需求榜单的通知,深圳市工业和信息化局 深圳市应急管理局 深圳市消防救援局,深工信〔2026〕72号,2026-05-28,2026-05-28,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\深圳市工业和信息化局、深圳市应急管理局、深圳市消防救援局关于发布深圳市超高层建筑消防无人机应用“揭榜挂帅”需求榜单的通知(FBMCLI.14.9980919).pdf,https://www.pkulaw.com/lar/43415eb7ea1a0aea8ad5cb2d50fa4460bdfb.html,引证码FBMCLI.14.9980919｜有附件｜未知位阶/无条文:地方工作文件
483,pkulaw,法规,地方工作文件,福州市公安局交通管理局关于海交会无人机焰火秀活动期间城区部分道路实行临时交通管制的通告,福州市公安局交通管理局,榕公交综〔2026〕27号,2026-05-18,2026-05-18,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\福州市公安局交通管理局关于海交会无人机焰火秀活动期间城区部分道路实行临时交通管制的通告(FBMCLI.14.9964527).pdf,https://www.pkulaw.com/lar/958c2bd376b5b0e9cfc9b6f5c262b459bdfb.html,引证码FBMCLI.14.9964527｜未知位阶/无条文:地方工作文件
484,pkulaw,法规,地方工作文件,天津市公安局交通管理局河东交管支队关于新增无人机交通技术监控设备的公告,天津市河东区其他机构,,2026-05-18,2026-05-18,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\天津市公安局交通管理局河东交管支队关于新增无人机交通技术监控设备的公告(FBMCLI.14.9962148).pdf,https://www.pkulaw.com/lar/2e50d4f33d2de27bc3ee4c39d38ddf59bdfb.html,引证码FBMCLI.14.9962148｜未知位阶/无条文:地方工作文件
485,pkulaw,法规,地方工作文件,天津市公安局交通管理局河西交管支队关于新增无人机交通技术监控设备的公告,天津市河西区其他机构,,2026-05-13,2026-05-13,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\天津市公安局交通管理局河西交管支队关于新增无人机交通技术监控设备的公告(FBMCLI.14.9957601).pdf,https://www.pkulaw.com/lar/061f921b69764726018e5ebba392a624bdfb.html,引证码FBMCLI.14.9957601｜未知位阶/无条文:地方工作文件
486,pkulaw,法规,地方工作文件,四川省科学技术厅关于征集低空世界模型研发、无人机与机器犬协同灭火科技攻关“揭榜挂帅”综合解决方案的通知,四川省科学技术厅,,2026-05-09,2026-05-09,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\四川省科学技术厅关于征集低空世界模型研发、无人机与机器犬协同灭火科技攻关“揭榜挂帅”综合解决方案的通知(FBMCLI.14.9953896).pdf,https://www.pkulaw.com/lar/a1bbe3fe001904430e1093de4dffc6cdbdfb.html,引证码FBMCLI.14.9953896｜有附件｜行政事务性通知(非规范文本)
487,pkulaw,法规,地方工作文件,贵港市人民政府关于在“同心同向逐梦荷城”无人机展演活动期间管控无人机等“低慢小”飞行物的通告,贵港市人民政府,贵政通〔2026〕8号,2026-04-23,2026-04-23,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\贵港市人民政府关于在“同心同向逐梦荷城”无人机展演活动期间管控无人机等“低慢小”飞行物的通告(FBMCLI.14.9914051).pdf,https://www.pkulaw.com/lar/33a03ee1337889d9b20513c63d7d0c85bdfb.html,引证码FBMCLI.14.9914051｜未知位阶/无条文:地方工作文件
488,pkulaw,法规,地方工作文件,蚌埠市人民政府关于2026蚌埠马拉松赛事期间加强无人机等“低慢小”航空器安全管理的通告,蚌埠市人民政府,蚌政通〔2026〕1号,2026-04-23,2026-04-23,现行有效,,否,pkulaw\raw_pdf\北大法宝地方法规1-50\蚌埠市人民政府关于2026蚌埠马拉松赛事期间加强无人机等“低慢小”航空器安全管理的通告(FBMCLI.14.9915083).pdf,https://www.pkulaw.com/lar/4bc021fa23dee6c140d928a4a5b4f3c7bdfb.html,引证码FBMCLI.14.9915083｜有附件｜未知位阶/无条文:地方工作文件
